,Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
577,CCL,County Council,CCL 01 Council Central Staff,M,175873.0,0.0,0.0,M2
578,CCL,County Council,CCL 01 Council Central Staff,F,152940.0,0.0,0.0,M3
579,CCL,County Council,CCL 01 Council Central Staff,F,246162.47,0.0,0.0,EX3
580,CCL,County Council,CCL 01 Council Central Staff,F,87287.0,0.0,0.0,N23
581,CCL,County Council,CCL 01 Council Central Staff,M,96730.15,0.0,0.0,M2
582,CCL,County Council,CCL 01 Council Central Staff,F,82436.0,0.0,3507.12,N17
583,CCL,County Council,CCL 01 Council Central Staff,F,175873.0,0.0,0.0,M2
584,CCL,County Council,CCL 01 Council Central Staff,F,80891.5517,159.72,0.0,N17
585,CCL,County Council,CCL 01 Council Central Staff,F,107367.0,0.0,4580.14,N23
586,CCL,County Council,CCL 01 Council Central Staff,F,82436.0044,140.84,0.0,N17
587,CCL,County Council,CCL 01 Council Central Staff,F,134500.0,0.0,2185.69,N28
588,CCL,County Council,CCL 01 Council Central Staff,M,85893.6,0.0,0.0,N23
589,CCL,County Council,CCL 01 Council Central Staff,F,134500.0,0.0,2185.69,N28
590,CCL,County Council,CCL 01 Council Central Staff,M,196059.0,0.0,0.0,M1
591,CCL,County Council,CCL 01 Council Central Staff,M,107367.0,0.0,0.0,N23
592,CCL,County Council,CCL 01 Council Central Staff,F,175873.0,0.0,0.0,M2
593,CCL,County Council,CCL 01 Council Central Staff,F,125074.0,0.0,0.0,M3
594,CCL,County Council,CCL 01 Council Central Staff,M,134500.0,0.0,0.0,N28
595,CCL,County Council,CCL 01 Council Central Staff,F,133859.655,0.0,0.0,N28
596,CCL,County Council,CCL 01 Council Central Staff,M,125975.5253,0.0,0.0,N28
597,CCL,County Council,CCL 01 Council Central Staff,F,139684.0,0.0,0.0,M3
598,CCL,County Council,CCL 01 Council Central Staff,F,117670.4,0.0,0.0,M3
599,CCL,County Council,CCL 01 Council Central Staff,F,122842.0,0.0,0.0,N26
600,CCL,County Council,CCL 01 Council Central Staff,F,133919.73,0.0,0.0,N28
601,CCL,County Council,CCL 01 Council Central Staff,F,118438.0033,0.0,0.0,N26
602,CCL,County Council,CCL 01 Council Central Staff,F,87091.95,0.0,0.0,N28
603,CCL,County Council,CCL 01 Council Central Staff,F,174876.51,0.0,0.0,M2
604,CCL,County Council,CCL 01 Council Central Staff,F,96010.27,542.32,0.0,N23
605,CCL,County Council,CCL 01 Council Central Staff,F,179259.9,0.0,0.0,M1
606,CCL,County Council,CCL 01 Council Central Staff,F,80234.1563,0.0,0.0,N18
607,CCL,County Council,CCL 01 Council Central Staff,F,172026.63,0.0,0.0,M2
608,CCL,County Council,CCL 01 Council Central Staff,F,99692.235,0.0,0.0,N25
609,CCL,County Council,CCL 01 Council Central Staff,F,131114.6781,0.0,0.0,N32
610,CCL,County Council,CCL 01 Council Central Staff,F,131114.6781,0.0,0.0,N32
611,CCL,County Council,CCL 01 Council Central Staff,F,96321.2901,0.0,0.0,N25
612,CCL,County Council,CCL 01 Council Central Staff,M,98495.8769,0.0,0.0,N25
613,CCL,County Council,CCL 01 Council Central Staff,M,107367.0,0.0,0.0,N23
614,CCL,County Council,CCL 01 Council Central Staff,F,101929.7084,0.0,0.0,N25
615,CCL,County Council,CCL 01 Council Central Staff,F,117424.0,0.0,0.0,N25
616,CCL,County Council,CCL 01 Council Central Staff,M,56597.94,118.33,0.0,N17
617,CCL,County Council,CCL 01 Council Central Staff,F,90190.39,0.0,0.0,N23
618,CCL,County Council,CCL 01 Council Central Staff,F,154559.655,0.0,0.0,N32
619,CCL,County Council,CCL 01 Council Central Staff,F,72794.655,0.0,0.0,N28
620,CCL,County Council,CCL 01 Council Central Staff,M,55000.0,0.0,0.0,N17
621,CCL,County Council,CCL 01 Council Central Staff,F,66333.0,0.0,0.0,N18
622,CCL,County Council,CCL 01 Council Central Staff,M,75520.13,0.0,0.0,N21
623,CCL,County Council,CCL 01 Council Central Staff,F,76934.655,0.0,0.0,N21
624,CCL,County Council,CCL 01 Council Central Staff,M,69333.0,202.37,0.0,N17
625,CCL,County Council,CCL 01 Council Central Staff,F,78333.0,53.39,0.0,N17
626,CCL,County Council,CCL 01 Council Central Staff,F,77080.5,0.0,0.0,N20
627,CCL,County Council,CCL 01 Council Central Staff,M,88833.0,0.0,0.0,N26
628,CCL,County Council,CCL 01 Council Central Staff,M,79333.0,0.0,0.0,N21
629,CCL,County Council,CCL 01 Council Central Staff,F,55000.0,0.0,0.0,N17
630,CCL,County Council,CCL 01 Council Central Staff,M,76500.0,0.0,0.0,N26
631,CCL,County Council,CCL 01 Council Central Staff,F,65000.0,0.0,0.0,N18
632,CCL,County Council,CCL 01 Council Central Staff,F,76624.0,0.0,0.0,N20
633,CCL,County Council,CCL 01 Council Central Staff,M,80008.0,0.0,0.0,N21
634,CCL,County Council,CCL 01 Council Central Staff,M,115000.0,0.0,0.0,N26
635,CCL,County Council,CCL 01 Council Members and Staff,F,96069.7324,0.0,0.0,N26
636,CCL,County Council,CCL 01 Council Members and Staff,F,211151.0,0.0,0.0,EX3
637,CCL,County Council,CCL 01 Council Members and Staff,F,99846.61,0.0,0.0,N26
638,CCL,County Council,CCL 01 Council Members and Staff,F,149966.3,0.0,0.0,EX2
639,CCL,County Council,CCL 01 Council Members and Staff,F,97634.66,0.0,0.0,N22
640,CCL,County Council,CCL 01 Council Members and Staff,M,82340.23,0.0,0.0,N22
641,CCL,County Council,CCL 01 Council Members and Staff,F,93494.66,0.0,0.0,N22
642,CCL,County Council,CCL 01 Council Members and Staff,F,67751.66,0.0,0.0,N18
643,CCL,County Council,CCL 01 Council Members and Staff,F,108675.0,0.0,0.0,N26
644,CCL,County Council,CCL 01 Council Members and Staff,F,66584.66,0.0,0.0,N16
645,CCL,County Council,CCL 01 Council Members and Staff,M,72091.8072,0.0,0.0,N17
646,CCL,County Council,CCL 01 Council Members and Staff,M,78935.62,0.0,0.0,N18
647,CCL,County Council,CCL 01 Council Members and Staff,F,53492.94,0.0,0.0,N26
648,CCL,County Council,CCL 01 Council Members and Staff,F,32842.0,0.0,0.0,N26
649,CCL,County Council,CCL 01 Council Members and Staff,F,80371.22,0.0,0.0,N18
650,CCL,County Council,CCL 01 Council Members and Staff,F,72460.35,0.0,0.0,N22
651,CCL,County Council,CCL 01 Council Members and Staff,M,95000.0,0.0,0.0,N26
652,CCL,County Council,CCL 01 Council Members and Staff,F,89872.16,0.0,0.0,N22
653,CCL,County Council,CCL 01 Council Members and Staff,F,82109.66,0.0,0.0,N18
654,CCL,County Council,CCL 01 Council Members and Staff,F,161957.16,0.0,0.0,EX2
655,CCL,County Council,CCL 01 Council Members and Staff,F,161957.16,0.0,0.0,EX1
656,CCL,County Council,CCL 01 Council Members and Staff,F,161957.16,0.0,0.0,EX1
657,CCL,County Council,CCL 01 Council Members and Staff,F,161957.16,0.0,0.0,EX3
658,CCL,County Council,CCL 01 Council Members and Staff,F,161957.16,0.0,0.0,EX3
659,CCL,County Council,CCL 01 Council Members and Staff,F,65000.0,0.0,0.0,N26
660,CCL,County Council,CCL 01 Council Members and Staff,M,86103.0,1784.33,0.0,N18
661,CCL,County Council,CCL 01 Council Members and Staff,M,86103.0,0.0,0.0,N18
662,CCL,County Council,CCL 01 Council Members and Staff,M,82109.66,0.0,0.0,N18
663,CCL,County Council,CCL 01 Council Members and Staff,M,59766.3,0.0,0.0,N16
664,CCL,County Council,CCL 01 Council Members and Staff,F,79333.0,0.0,0.0,N26
665,CCL,County Council,CCL 01 Council Members and Staff,M,87284.66,0.0,0.0,N26
666,CCL,County Council,CCL 01 Council Members and Staff,F,124333.0,0.0,0.0,EX2
667,CCL,County Council,CCL 01 Council Members and Staff,F,78935.62,0.0,0.0,N18
668,CCL,County Council,CCL 01 Council Members and Staff,M,71759.66,0.0,0.0,N22
669,CCL,County Council,CCL 01 Council Members and Staff,F,161957.16,0.0,0.0,EX2
670,CCL,County Council,CCL 01 Council Members and Staff,F,76934.66,0.0,0.0,N18
671,CCL,County Council,CCL 01 Council Members and Staff,F,67275.0,0.0,0.0,N18
672,CCL,County Council,CCL 01 Council Members and Staff,M,129333.0,0.0,0.0,EX2
673,CCL,County Council,CCL 01 Council Members and Staff,F,86103.0,0.0,0.0,N18
674,CCL,County Council,CCL 01 Council Members and Staff,F,67550.62,0.0,0.0,N16
675,CCL,County Council,CCL 01 Council Members and Staff,M,80039.66,0.0,0.0,N18
676,CCL,County Council,CCL 01 Council Members and Staff,M,83000.0,0.0,0.0,N26
677,CCL,County Council,CCL 01 Council Members and Staff,F,60359.0,0.0,0.0,N26
678,CCL,County Council,CCL 01 Council Members and Staff,F,72794.66,0.0,0.0,N18
679,CCL,County Council,CCL 01 Council Members and Staff,F,86103.0,0.0,0.0,N18
680,CCL,County Council,CCL 01 Council Members and Staff,F,74333.0,0.0,0.0,N26
681,CCL,County Council,CCL 01 Council Members and Staff,F,65000.0,0.0,0.0,N18
682,CCL,County Council,CCL 01 Council Members and Staff,F,60000.0,0.0,0.0,N18
683,CCL,County Council,CCL 01 Council Members and Staff,F,60000.0,0.0,0.0,N16
684,CCL,County Council,CCL 01 Council Members and Staff,F,70000.0,0.0,0.0,N16
685,CCL,County Council,CCL 01 Council Members and Staff,F,65000.0,0.0,0.0,N16
686,CCL,County Council,CCL 01 Council Members and Staff,M,58000.0,0.0,0.0,N18
687,CCL,County Council,CCL 01 Council Members and Staff,M,86103.0,0.0,0.0,N18
688,CCL,County Council,CCL 01 Council Members and Staff,F,193403.02,0.0,0.0,EX1
689,CCL,County Council,CCL 01 Council Members and Staff,M,161957.16,0.0,0.0,EX1
690,CCL,County Council,CCL 01 Council Members and Staff,F,149333.0,0.0,0.0,EX2
691,CCL,County Council,CCL 01 Council Members and Staff,M,43642.33,0.0,0.0,N22
692,CCL,County Council,CCL 01 Council Members and Staff,F,153425.91,0.0,0.0,EX3
693,CCL,County Council,CCL 01 Council Members and Staff,F,83511.24,0.0,0.0,N18
694,CCL,County Council,CCL 01 Council Members and Staff,M,134333.0,0.0,0.0,EX2
695,CCL,County Council,CCL 01 Council Members and Staff,M,161957.16,0.0,0.0,EX1
696,CCL,County Council,CCL 01 Council Members and Staff,M,67000.0,0.0,0.0,N18
697,CCL,County Council,CCL 01 Council Members and Staff,M,78000.0,0.0,0.0,N18
698,CCL,County Council,CCL 01 Council Members and Staff,M,124333.0,0.0,0.0,EX2
699,CCL,County Council,CCL 01 Council Members and Staff,F,59075.24,0.0,0.0,N26
700,CCL,County Council,CCL 01 Council Members and Staff,M,116963.28,0.0,0.0,N26
701,CCL,County Council,CCL 01 Council Members and Staff,M,79637.86,0.0,0.0,N22
702,CCL,County Council,CCL 01 Council Members and Staff,F,94333.0,0.0,0.0,N26
703,CCL,County Council,CCL 01 Council Members and Staff,M,170000.0,0.0,0.0,EX3
704,CCL,County Council,CCL 01 Council Members and Staff,F,153700.0,0.0,0.0,EX1
705,CCL,County Council,CCL 01 Council Members and Staff,M,161957.16,0.0,0.0,EX1
706,CCL,County Council,CCL 01 Council Members and Staff,M,161957.16,0.0,0.0,EX1
707,CCL,County Council,CCL 01 Council Members and Staff,M,178152.88,0.0,0.0,EX1
708,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,F,81348.54,5459.0,0.0,21
709,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,54639.6988,315.24,0.0,9
710,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,55421.2995,11288.89,0.0,10
711,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,52832.99,0.0,0.0,9
712,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,F,51833.0,448.56,0.0,9
713,CEC,Community Engagement Cluster,CEC 16 Bethesda Urban District,M,80000.0,0.0,0.0,N23
714,CEC,Community Engagement Cluster,CEC 16 Business Management,F,78947.0,0.0,3732.58,N16
715,CEC,Community Engagement Cluster,CEC 16 Business Management,F,86103.0,57.09,2282.56,N18
716,CEC,Community Engagement Cluster,CEC 16 Business Management,F,80423.9815,203.0,0.0,N21
717,CEC,Community Engagement Cluster,CEC 16 Business Management,F,103772.4939,0.0,0.0,N25
718,CEC,Community Engagement Cluster,CEC 16 Business Management,F,71371.28,205.89,0.0,N21
719,CEC,Community Engagement Cluster,CEC 16 Business Management,F,91434.7,0.0,0.0,N23
720,CEC,Community Engagement Cluster,CEC 16 Business Management,F,62000.0,0.0,0.0,N18
721,CEC,Community Engagement Cluster,CEC 16 Commission for Women,F,180704.07,0.0,0.0,M1
722,CEC,Community Engagement Cluster,CEC 16 Commission for Women,F,92990.065,0.0,0.0,N23
723,CEC,Community Engagement Cluster,CEC 16 Community Engagement Cluster,M,65083.5,0.0,0.0,N28
724,CEC,Community Engagement Cluster,CEC 16 Community Engagement Cluster,F,107140.095,0.0,0.0,N28
725,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,98228.0,0.0,4658.57,21
726,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,43661.72,0.0,0.0,23
727,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,180000.0,0.0,0.0,EX3
728,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,40904.9802,0.0,0.0,23
729,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,116833.5858,0.0,0.0,N28
730,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,57293.9094,0.0,0.0,N28
731,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,60216.3609,0.0,0.0,N28
732,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,57402.6387,0.0,0.0,N28
733,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,117046.2429,0.0,0.0,N28
734,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,90342.045,0.0,0.0,N23
735,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,58077.307,0.0,0.0,N28
736,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,87323.44,0.0,0.0,23
737,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,45095.195,0.0,0.0,23
738,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,45095.195,0.0,0.0,N23
739,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,84218.44,0.0,0.0,N23
740,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,39521.72,0.0,0.0,23
741,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,84218.44,0.0,0.0,N23
742,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,43737.5475,0.0,0.0,N23
743,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,97052.44,0.0,0.0,N25
744,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,82109.655,0.0,0.0,N23
745,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,82627.155,0.0,0.0,23
746,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,87287.0,0.0,0.0,23
747,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,108333.0,0.0,0.0,N28
748,CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,107333.0,0.0,0.0,N28
749,CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,F,67895.2188,1235.41,0.0,16
750,CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,F,53455.0007,0.0,0.0,N23
751,CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,F,43377.1871,0.0,0.0,N23
752,CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,F,31500.47,45.44,0.0,13
753,CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,F,54550.6546,2127.0,0.0,13
754,CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,M,101930.1904,0.0,0.0,N25
755,CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,F,77833.0,0.0,0.0,N23
756,CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,M,39500.0,0.0,0.0,N23
757,CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,197000.0,0.0,0.0,EX3
758,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,55419.1145,798.85,0.0,9
759,CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,172000.0,0.0,0.0,EX3
760,CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,103981.2773,0.0,0.0,N25
761,CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,172000.0,0.0,0.0,EX3
762,CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,100736.7881,0.0,0.0,N25
763,CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,172000.0,0.0,0.0,EX3
764,CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,F,172000.0,0.0,0.0,EX3
765,CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,F,101333.0,0.0,0.0,N25
766,CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,89333.0,0.0,0.0,N25
767,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,69442.0,15311.73,1359.09,13
768,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,58751.0,38750.41,954.72,9
769,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,61240.0,21533.24,995.15,10
770,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,F,61240.0,0.0,750.77,10
771,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,82436.0,0.0,3507.12,N17
772,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,82436.0,20681.98,3507.12,N17
773,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,56932.2283,3123.34,0.0,9
774,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,58751.0,9691.92,0.0,9
775,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,60806.1718,5316.69,0.0,10
776,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,72621.4,12293.94,0.0,N17
777,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,58705.1599,9117.38,0.0,9
778,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,75427.6432,9354.75,0.0,N17
779,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,57140.1884,35502.68,0.0,10
780,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,55178.5909,36867.03,0.0,9
781,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,F,57713.287,16609.53,0.0,10
782,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,55421.306,17555.76,0.0,10
783,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,50391.4977,3839.1,0.0,10
784,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,F,50604.1499,716.89,0.0,10
785,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,50604.1499,3087.22,0.0,10
786,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,47453.3638,7329.11,0.0,9
787,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,71097.0516,0.0,0.0,N21
788,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,63517.0,229.04,0.0,10
789,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,117424.0,0.0,0.0,N25
790,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,65205.9729,4032.65,0.0,16
791,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,F,52833.0,25926.97,0.0,9
792,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,F,45923.44,1658.6,0.0,10
793,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,58751.0,297.44,0.0,9
794,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,F,61240.0,6703.98,0.0,10
795,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,58263.0,24993.1,0.0,10
796,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,52333.0,31094.06,0.0,9
797,CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,F,99847.0,0.0,0.0,N25
798,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,58751.0,9266.59,954.72,9
799,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,78947.0,428.56,0.0,N16
800,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,78947.0,341.61,0.0,N16
801,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,61240.0,703.52,0.0,10
802,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,F,112267.0,0.0,0.0,24
803,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,61240.0,451.44,995.15,10
804,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,61240.0,2851.58,0.0,10
805,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,66987.5378,0.0,2425.94,10
806,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,78947.0,0.0,0.0,N16
807,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,68947.948,10904.37,0.0,N16
808,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,61240.0,8135.5,0.0,10
809,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,58751.0,13767.53,0.0,9
810,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,F,57140.9529,5759.6,0.0,10
811,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,61240.0,16056.88,0.0,10
812,CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,F,113768.8457,8139.12,0.0,N25
813,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,98228.0,0.0,0.0,N21
814,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,39473.5,0.0,1678.81,N16
815,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,39473.5,0.0,1708.9,N16
816,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,116232.278,0.0,0.0,N25
817,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,103164.76,0.0,0.0,M3
818,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,205000.0,0.0,0.0,EX2
819,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,81770.0,0.0,0.0,N18
820,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,22525.7844,0.0,0.0,N5
821,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,292000.0,0.0,0.0,EX0
822,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,137333.0,0.0,0.0,M2
823,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,169159.0,0.0,0.0,M2
824,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,68918.0349,0.0,0.0,N27
825,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,192000.0,0.0,0.0,EX3
826,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,85559.2479,0.0,0.0,N18
827,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,197000.0,0.0,0.0,EX2
828,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,197000.0,0.0,0.0,EX3
829,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,150397.51,0.0,0.0,M2
830,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,70343.0,0.0,0.0,N18
831,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,70333.0,0.0,0.0,N18
832,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,90000.0,0.0,0.0,N21
833,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,174000.0,0.0,0.0,M2
834,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,75500.0,0.0,0.0,N18
835,CEX,Offices of the County Executive,CEX 15 County Executive,M,231915.07,0.0,0.0,EX3
836,CEX,Offices of the County Executive,CEX 15 County Executive's Office,F,98228.0,0.0,1596.27,N21
837,CEX,Offices of the County Executive,CEX 15 County Executive's Office,F,86000.0,0.0,0.0,EX3
838,CEX,Offices of the County Executive,CEX 15 County Executive's Office,F,192000.0,0.0,0.0,EX3
839,CEX,Offices of the County Executive,CEX 15 County Executive's Office,M,187000.0,0.0,0.0,EX3
840,CEX,Offices of the County Executive,CEX 15 County Executive's Office,F,86000.0,0.0,0.0,EX3
841,CEX,Offices of the County Executive,CEX 15 County Executive's Office,F,94333.0,0.0,0.0,N22
842,CEX,Offices of the County Executive,CEX 15 Innovation Accelerator,M,128244.5627,0.0,0.0,N28
843,CEX,Offices of the County Executive,CEX 15 Innovation Accelerator,M,174796.6,0.0,0.0,M2
844,CEX,Offices of the County Executive,CEX 15 Innovation Accelerator,M,113091.0,0.0,0.0,N28
845,CEX,Offices of the County Executive,CEX 15 Internal Audit,M,175873.0,0.0,0.0,M2
846,CEX,Offices of the County Executive,CEX 15 Offices of the County Executive,F,77977.0,674.82,0.0,N18
847,CEX,Offices of the County Executive,CEX 15 Business Advancement Team,F,107367.0,0.0,1744.73,N23
848,CEX,Offices of the County Executive,CEX 15 Business Advancement Team,F,109019.655,0.0,0.0,N25
849,CEX,Offices of the County Executive,CEX 15 Business Advancement Team,F,134500.0,0.0,5747.8,N28
850,CEX,Offices of the County Executive,CEX 15 Business Advancement Team,M,117424.0,0.0,0.0,N25
851,CEX,Offices of the County Executive,CEX 15 Business Advancement Team,M,149745.49,0.0,0.0,M3
852,CEX,Offices of the County Executive,CEX 15 Business Advancement Team,M,105732.2981,0.0,0.0,N25
853,CEX,Offices of the County Executive,CEX 15 Business Advancement Team,M,104841.2979,0.0,0.0,N25
854,CEX,Offices of the County Executive,CEX 15 Business Advancement Team,F,109575.94,0.0,0.0,N28
855,CEX,Offices of the County Executive,CEX 15 Business Advancement Team,F,99846.78,0.0,0.0,N25
856,CEX,Offices of the County Executive,CEX 15 Business Advancement Team,F,100063.95,0.0,0.0,N25
857,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,197000.0,0.0,0.0,EX2
858,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,196059.0,0.0,0.0,M1
859,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,86103.0,0.0,0.0,N18
860,CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,202000.0,0.0,0.0,EX1
861,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,95927.0,23990.74,4971.71,C5
862,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,105345.0,118001.26,8811.27,C6
863,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,105345.0,47478.43,1843.66,C6
864,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,105345.0,20458.89,8811.27,C6
865,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,95927.0,40688.52,3920.55,C5
866,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,115279.0,131079.41,5986.12,C1
867,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,95927.0,66424.6,1033.12,C5
868,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,105345.0,15614.06,5511.91,C6
869,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,95927.0,44550.65,3416.27,C5
